id,quid,question,answer,answer_type,choices,answer_word,facts
2664,,"a cycle is bought for rs . 900 and sold for rs . 1160 , find the gain percent ?",b,MULTIPLE_CHOICE,"a ) 11
b ) 29
c ) 99
d ) 77
e ) 18",,
2665,,the perimeter of a rectangular yard is completely surrounded by a fence that measures 12 meters . what is the length of the yard if the area of the yard is 9 meters squared ?,b,MULTIPLE_CHOICE,"['a ) 8'
'b ) 1'
'c ) 3'
'd ) 4'
'e ) 6']",,
2666,,x varies inversely as square of y . given that y = 3 for x = 1 . the value of x for y = 7 will be equal to :,e,MULTIPLE_CHOICE,"a ) 3
b ) 6
c ) 1 / 9
d ) 1 / 3
e ) 9 / 49",,
2667,,"each machine of type a has 3 steel parts and 3 chrome parts . each machine of type b has 6 steel parts and 5 chrome parts . if a certain group of type a and type b machines has a total of 60 steel parts and 44 chrome parts , how many machines are in the group",c,MULTIPLE_CHOICE,"a ) 12
b ) 13
c ) 14
d ) 15
e ) 16",,
2668,,"a rectangular wall is covered entirely with two kinds of decorative tiles : regular and jumbo . 1 / 3 of the tiles are jumbo tiles , which have a length three times that of regular tiles and have the same ratio of length to width as the regular tiles . if regular tiles cover 50 square feet of the wall , and no tiles overlap , what is the area of the entire wall ?",b,MULTIPLE_CHOICE,"a ) 160
b ) 275
c ) 360
d ) 440
e ) 560",,
2669,,a clothing store purchased a pair of pants for $ 90 and was selling it at a price that equaled the purchase price of the pants plus a markup that was 25 percent of the selling price . after some time a clothing store owner decided to decrease the selling price by 20 percent . what was the clothing store ' s gross profit on this sale ?,d,MULTIPLE_CHOICE,"a ) $ 14
b ) $ 5
c ) $ 10
d ) $ 6
e ) $ 8",,
2670,,"a certain social security recipient will receive an annual benefit of $ 12,000 provided he has annual earnings of $ 9,360 or less , but the benefit will be reduced by $ 1 for every $ 3 of annual earnings over $ 9,360 . what amount of total annual earnings would result in a 60 percent reduction in the recipient ' s annual social security benefit ? ( assume social security benefits are not counted as part of annual earnings . )",d,MULTIPLE_CHOICE,"a ) $ 15
360
b ) $ 17
360
c ) $ 18
000
d ) $ 23
760
e ) $ 27
360",,
2671,,the area of a circular field is 17.56 hectares . find the cost of fencing it at the rate of rs . 6 per metre approximately,e,MULTIPLE_CHOICE,"a ) 4457
b ) 4567
c ) 4235
d ) 4547
e ) 8915",,
2672,,the annual birth and death rate in a country per 1000 are 39.4 and 19.4 respectively . the number of years q in which the population would be doubled assuming there is no emigration or immigration is,d,MULTIPLE_CHOICE,"a ) q = 20
b ) q = 25
c ) q = 30
d ) q = 35
e ) 40",,
2673,,a is twice as good a workman as b and they took 8 days together to do the work b alone can do it in .,a,MULTIPLE_CHOICE,"a ) 24 days
b ) 12 days
c ) 29 days
d ) 25 days
e ) 27 days",,
2674,,5 n + 2 > 12 and 7 n - 5 < 23 ; n must be between which numbers ?,b,MULTIPLE_CHOICE,"a ) 1 and 8
b ) 2 and 4
c ) 0 and 9
d ) 2 and 7
e ) 2 and 9",,
2675,,how many unique positive odd integers less than 70 are equal to the product of a positive multiple of 5 and an odd number ?,b,MULTIPLE_CHOICE,"a ) 4
b ) 7
c ) 11
d ) 12
e ) 15",,
2676,,find the value of 201834 x 99999 = m ?,a,MULTIPLE_CHOICE,"a ) 20183198166
b ) 20194181766
c ) 20175292556
d ) 20132191166
e ) 20153198166",,
2677,,"if a 5 percent deposit that has been paid toward the purchase of a certain product is $ 70 , how much more remains to be paid ?",d,MULTIPLE_CHOICE,"a ) $ 1120
b ) $ 1190
c ) $ 1260
d ) $ 1330
e ) $ 1400",,
2678,,"for all even integers n , h ( n ) is defined to be the sum of the even integers between 4 and n , inclusive . what is the value of h ( 18 ) / h ( 10 ) ?",a,MULTIPLE_CHOICE,"a ) 3
b ) 1.8
c ) 6
d ) 18
e ) 60",,
2679,,"due to construction , the speed limit along an 5 - mile section of highway is reduced from 60 miles per hour to 40 miles per hour . approximately how many minutes more will it take to travel along this section of highway at the new speed limit than it would have taken at the old speed limit ?",b,MULTIPLE_CHOICE,"a ) a ) 3.12
b ) b ) 2.5
c ) c ) 10
d ) d ) 15
e ) e ) 24",,
2680,,"a pyramid has a square base of 6 cm , and the four lateral faces are four congruent equilateral triangles . what is the total surface area of the pyramid in square cm ?",b,MULTIPLE_CHOICE,"['a ) 36 + 18 * sqrt ( 3 )'
'b ) 36 + 36 * sqrt ( 3 )'
'c ) 72'
'd ) 72 + 36 * sqrt ( 3 )'
'e ) 72 + 72 * sqrt ( 3 )']",,
2681,,sonika deposited rs . 8000 which amounted to rs . 9200 after 3 years at simple interest . had the interest been 1.5 % more . she would get how much ?,a,MULTIPLE_CHOICE,"a ) 9560
b ) 96288
c ) 26667
d ) 1662
e ) 2882",,
2682,,a horse is tethered to one corner of a rectangular grassy field 36 m by 20 m with a rope 12 m long . over how much area of the field can it graze ?,b,MULTIPLE_CHOICE,"a ) 154 cm 2
b ) 113 m 2
c ) 123 m 2
d ) 115 m 2
e ) none of these",,
2683,,"there are 6 people in the elevator . their average weight is 170 lbs . another person enters the elevator , and increases the average weight to 151 lbs . what is the weight of the 7 th person .",a,MULTIPLE_CHOICE,"a ) 37
b ) 168
c ) 189
d ) 190
e ) 200",,
2684,,two trains are moving in the same direction at 72 kmph and 36 kmph . the faster train crosses a man in the slower train in 27 seconds . find the length of the faster train ?,a,MULTIPLE_CHOICE,"a ) 270 m
b ) 189 m
c ) 278 m
d ) 279 m
e ) 917 m",,
2685,,find the smallest number in gp whose sum is 38 and product is 1728,d,MULTIPLE_CHOICE,"a ) 5
b ) 6
c ) 7
d ) 8
e ) 9",,
2686,,a fair coin is tossed 4 times . what is the probability of getting at least 2 tails ?,d,MULTIPLE_CHOICE,"a ) 1 / 16
b ) 1 / 2
c ) 3 / 16
d ) 11 / 16
e ) 3 / 8",,
2687,,"find the area of trapezium whose parallel sides are 30 cm and 18 cm long , and the distance between them is 15 cm .",c,MULTIPLE_CHOICE,"a ) 227
b ) 299
c ) 360
d ) 161
e ) 212",,
2688,,the mean of 50 observations is 100 . but later he found that there is decrements of 13 from each observations . what is the the updated mean is ?,a,MULTIPLE_CHOICE,"a ) 87
b ) 97
c ) 67
d ) 57
e ) 46",,
2689,,"if x and y are integers such that x ^ 2 = y and xy = 27 , then x – y = ?",c,MULTIPLE_CHOICE,"a ) - 30
b ) - 20
c ) - 6
d ) 5
e ) 20",,
2690,,a pupil ' s marks were wrongly entered as 83 instead of 63 . due to the average marks for the class got increased by half . the number of pupils in the class is ?,c,MULTIPLE_CHOICE,"a ) 13
b ) 18
c ) 40
d ) 82
e ) 43",,
2691,,a trader sells 23 meters of cloth for rs . 529 at the profit of rs . 5 per metre of cloth . what is the cost price of one metre of cloth ?,e,MULTIPLE_CHOICE,"a ) 26
b ) 88
c ) 90
d ) 42
e ) 18",,
2692,,"if an article is sold at 18 % profit instead of 9 % profit , then the profit would be $ 54 more . what is the cost price ?",b,MULTIPLE_CHOICE,"a ) $ 500
b ) $ 600
c ) $ 700
d ) $ 800
e ) $ 900",,
2693,,"if 8 cats can kill 8 rats in 8 minutes , how long will it take 100 cats to kill 100 rats ?",c,MULTIPLE_CHOICE,"a ) 6 minutes
b ) 7 minutes
c ) 8 minutes
d ) 9 minutes
e ) 10 minutes",,
2694,,peter invested a certain sum of money in a simple interest bond whose value grew to $ 400 at the end of 3 years and to $ 600 at the end of another 2 years . what was the rate of interest in which he invested his sum ?,a,MULTIPLE_CHOICE,"a ) 100 %
b ) 12.5 %
c ) 67 %
d ) 25 %
e ) 33 %",,
2695,,3 / 4 of 1 / 2 of 2 / 5 of 5080 = ?,e,MULTIPLE_CHOICE,"a ) 392
b ) 229
c ) 753
d ) 493
e ) 762",,
2696,,"how many integers k greater than 100 and less than 800 are there such that if the hundreds and the unit digits of k are reversed , the resulting integer is k + 99 ?",b,MULTIPLE_CHOICE,"a ) 50
b ) 60
c ) 70
d ) 80
e ) 90",,
2697,,√ 4 percent of 4 √ 4 =,a,MULTIPLE_CHOICE,"a ) 0.16
b ) 0.17
c ) 0.18
d ) 0.2
e ) 0.19",,
2698,,"a palindrome is a number that reads the same forward and backward , such as 616 . how many even , 4 - digit numbers are palindromes ?",a,MULTIPLE_CHOICE,"a ) 40
b ) 45
c ) 50
d ) 90
e ) 2500",,
2699,,"12 men work 8 hours per day to complete the work in 10 days . to complete the same work in 8 days , working 12 hours a day , the number of men required ?",e,MULTIPLE_CHOICE,"a ) 11 days
b ) 12 days
c ) 9 days
d ) 8 days
e ) 10 days",,
2700,,"8 people decided to split the restaurant bill evenly . if the bill was $ 214.15 dollars , how much money did they 1 cent is the smallest unit ?",a,MULTIPLE_CHOICE,"a ) $ 214.16
b ) $ 214.17
c ) $ 214.18
d ) $ 214.19
e ) $ 214.20",,
2701,,"in a fuel station the service costs $ 1.50 per car , every liter of fuel costs 0.35 $ . assuming that you own 3 limos and 2 fleet vans and all fuel tanks are empty . how much will it cost to fuel all cars together if a limo tank is 32 liters and an fleet van tank is 75 % bigger ?",a,MULTIPLE_CHOICE,"a ) $ 78.80
b ) $ 79.80
c ) $ 78.90
d ) $ 79.90
e ) $ 77.80",,
2702,,"a soccer store typically sells replica jerseys at a discount of 30 percent to 50 percent off list price . during the annual summer sale , everything in the store is an additional 20 percent off the original list price . if a replica jersey ' s list price is $ 80 , approximately what y percent of the list price is the lowest possible sale price ?",d,MULTIPLE_CHOICE,"a ) 20
b ) 25
c ) 30
d ) 40
e ) 50",,
2703,,"each year for 4 years , a farmer increased the number of trees in a certain orchard by 1 / 4 of the number of trees in the orchard of the preceding year . if all of the trees thrived and there were 12500 trees in the orchard at the end of 4 year period , how many trees were in the orchard at the beginning of the 4 year period .",c,MULTIPLE_CHOICE,"a ) 5113
b ) 5117
c ) 5120
d ) 8119
e ) 10115",,
2704,,"a and b began business with rs . 3000 and rs . 4000 after 8 months , a withdraws rs . 1000 and b advances rs . 1000.00001 more . at the end of the year , their profits amounted to rs . 714 find the share of a .",b,MULTIPLE_CHOICE,"a ) 240
b ) 272
c ) 379
d ) 277
e ) 122",,
2705,,a train 120 m long running at 60 kmph crosses a platform in 35 sec . what is the length of the platform ?,c,MULTIPLE_CHOICE,"a ) 338
b ) 277
c ) 463
d ) 456
e ) 271",,
2706,,jar a has 6 % more marbles than jar b . what percent of marbles from jar a need to be moved into jar b so that both jars have equal marbles ?,a,MULTIPLE_CHOICE,"a ) 2.8 %
b ) 3.0 %
c ) 3.2 %
d ) 3.4 %
e ) 3.6 %",,
2707,,"for any integer n greater than 1 , n * denotes the product of all the integers from 1 to n , inclusive . how many prime numbers t are there between 6 * + 2 and 6 * + 6 , inclusive ?",a,MULTIPLE_CHOICE,"a ) none
b ) one
c ) two
d ) three
e ) four",,
2708,,"shawn invested one half of his savings in a bond that paid simple interest for 2 years and received $ 400 as interest . he invested the remaining in a bond that paid compound interest , interest being compounded annually , for the same 2 years at the same rate of interest and received $ 605 as interest . what was the value of his total savings before investing in these two bonds ?",c,MULTIPLE_CHOICE,"a ) 3000
b ) 5000
c ) 2000
d ) 4000
e ) 6000",,
2709,,"a tank is filled to one quarter of its capacity with a mixture consisting of water and sodium chloride . the proportion of sodium chloride in the tank is 40 % by volume and the capacity of the tank is 24 gallons . if the water evaporates from the tank at the rate of 0.5 gallons per hour , and the amount of sodium chloride stays the same , what will be the concentration of water in the mixture in 4 hours ?",a,MULTIPLE_CHOICE,"a ) 40 %
b ) 44 %
c ) 48 %
d ) 52 %
e ) 56 %",,
2710,,what number has a 5 : 1 ratio to the number 10 ?,b,MULTIPLE_CHOICE,"a ) 74
b ) 50
c ) 94
d ) 59
e ) 48",,
2711,,a 125 meter long train crosses a man standing on the platform in 5 sec . what is the speed of the train ?,e,MULTIPLE_CHOICE,"a ) 229
b ) 108
c ) 278
d ) 126
e ) 90",,
2712,,"excluding stoppages , the speed of a bus is 80 km / hr and including stoppages , it is 70 km / hr . for how many minutes does the bus stop per hour ?",c,MULTIPLE_CHOICE,"a ) 11 min
b ) 10 min
c ) 8 min
d ) 6 min
e ) 5 min",,
2713,,"a , b and c can do a piece of work in 7 days , 14 days and 28 days respectively . how long will they take to finish the work , if all the three work together ?",a,MULTIPLE_CHOICE,"a ) 4
b ) 9
c ) 2
d ) 11
e ) none",,
2714,,"in the youth summer village there are 200 people , 100 of them are not working , 75 of them have families and 125 of them like to sing in the shower . what is the largest possible number of people in the village , which are working , that do n ' t have families and that are singing in the shower ?",c,MULTIPLE_CHOICE,"a ) 125
b ) 150
c ) 100
d ) 130
e ) 140",,
2715,,nitin ranks 18 th in a class of 49 students . what is rank from the last ?,c,MULTIPLE_CHOICE,"a ) 33
b ) 38
c ) 32
d ) 28
e ) 19",,
2716,,"lamp a flashes every 6 seconds , lamp b flashes every 8 seconds , lamp c flashes every 10 seconds . at a certain instant of time all 3 lamps flash simultaneously . during the period of 6 minutes after that how many times will exactly two lamps flash ? ( please include any flash of exactly two lights which occurs at the 6 minute mark . )",d,MULTIPLE_CHOICE,"a ) 24
b ) 25
c ) 26
d ) 27
e ) 28",,
2717,,"when positive integer x is divided by positive integer y , the result is 59.32 . what is the sum q of all possible 2 - digit remainders for x / y ?",b,MULTIPLE_CHOICE,"a ) 560
b ) 616
c ) 672
d ) 728
e ) 784",,
2718,,a man walking at a rate of 10 km / hr crosses a bridge in 12 minutes . the length of the bridge is ?,a,MULTIPLE_CHOICE,"a ) 2000
b ) 1492
c ) 1667
d ) 1254
e ) 1112",,
2719,,there are 1000 students in a school and among them 30 % of them attends chess class . 10 % of the students who are in the chess class are also enrolled for swimming . no other students are interested in swimming so how many will attend the swimming class if all enrolled attends ?,d,MULTIPLE_CHOICE,"a ) 1
b ) 10
c ) 100
d ) 30
e ) 20",,
2720,,"a computer store offers employees a 10 % discount off the retail price . if the store purchased a computer from the manufacturer for $ 800 dollars and marked up the price 10 % to the final retail price , how much would an employee save if he purchased the computer at the employee discount ( 10 % off retail price ) as opposed to the final retail price .",b,MULTIPLE_CHOICE,"a ) 86
b ) 88
c ) 90
d ) 92
e ) 94",,
2721,,"exactly 15 % of the reporters for a certain wire service cover local politics in country x . if 25 % of the reporters who cover politics for the wire service do not cover local politics in country x , what percent of the reporters for the wire service do not cover politics ?",d,MULTIPLE_CHOICE,"a ) 20 %
b ) 42 %
c ) 44 %
d ) 80 %
e ) 84 %",,
2722,,two numbers are respectively 50 % and 20 % more than a third number . the percentage that is first of the second is ?,a,MULTIPLE_CHOICE,"a ) 125 %
b ) 97 %
c ) 118 %
d ) 52 %
e ) 83 %",,
2723,,"of 70 players on a football team , 43 are throwers . the rest of the team is divided so one third are left - handed and the rest are right handed . assuming that all throwers are right handed , how many right - handed players are there total ?",c,MULTIPLE_CHOICE,"a ) 54
b ) 59
c ) 61
d ) 71
e ) 92",,
2724,,"in how many seconds will a train 100 meters long pass an oak tree , if the speed of the train is 36 km / hr ?",c,MULTIPLE_CHOICE,"a ) 6
b ) 8
c ) 10
d ) 12
e ) 14",,
2725,,a pair of articles was bought for $ 1000 at a discount of 10 % . what must be the marked price of each of the article ?,a,MULTIPLE_CHOICE,"a ) $ 555.55
b ) $ 500
c ) $ 350
d ) $ 400
e ) $ 600",,
2726,,what is 15 % of 2 / 3 of 0.5 ?,a,MULTIPLE_CHOICE,"a ) 0.05
b ) 0.9
c ) 9
d ) 90
e ) none of the above",,
2727,,the bus fare for two persons for travelling between agra and aligarh id 4 - thirds the train fare between the same places for one person . the total fare paid by 6 persons travelling by bus and 8 persons travelling by train between the two places is rs . 1512 . find the train fare between the two places for one person ?,a,MULTIPLE_CHOICE,"a ) rs . 126
b ) rs . 132
c ) rs . 120
d ) rs . 114
e ) none of these",,
2728,,"a monkey ascends a greased pole 17 metres high . he ascends 2 metres in first minute and slips down 1 metre in the alternate minute . in which minute , he reaches the top ?",a,MULTIPLE_CHOICE,"a ) 31 st
b ) 22 nd
c ) 23 rd
d ) 24 th
e ) none of these",,
2729,,a goods bullet train runs at the speed of 72 km / hr and crosses a 250 m long platform in 26 seconds . what is the length of the goods bullet train ?,e,MULTIPLE_CHOICE,"a ) 220 m
b ) 250 m
c ) 280 m
d ) 210 m
e ) 270 m",,
2730,,a shopkeeper labeled the price of his articles so as to earn a profit of 40 % on the cost price . he then sold the articles by offering a discount of 10 % on the labeled price . what is the actual percent profit earned in the deal ?,a,MULTIPLE_CHOICE,"a ) 26 %
b ) 20 %
c ) 17 %
d ) 18 %
e ) none of these",,
2731,,what is the tens digit of 36 ^ 5 ?,d,MULTIPLE_CHOICE,"a ) 1
b ) 7
c ) 5
d ) 3
e ) 9",,
2732,,evaluate : | 6 - 8 ( 3 - 12 ) | - | 5 - 11 | = ?,c,MULTIPLE_CHOICE,"a ) 40
b ) 50
c ) 72
d ) 70
e ) 80",,
2733,,find the simple interest on rs . 500 for 9 months at 6 paisa per month ?,b,MULTIPLE_CHOICE,"a ) 287
b ) 270
c ) 276
d ) 129
e ) 211",,
2734,,evaluate : 60 - 12 ÷ 4 × 2 =,b,MULTIPLE_CHOICE,"a ) a ) 45
b ) b ) 54
c ) c ) 63
d ) d ) 72
e ) e ) 81",,
2735,,"on a trip , a cyclist averaged 11 miles per hour for the first 22 miles and 10 miles per hour for the remaining 20 miles . if the cyclist returned immediately via the same route and took a total of 9 hours for the round trip , what was the average speed ( in miles per hour ) for the return trip ?",e,MULTIPLE_CHOICE,"a ) 7.6
b ) 7.8
c ) 8
d ) 8.2
e ) 8.4",,
